month,c_resid,indic_to,geo_layer,Year,Value
M04,FOR,NGT_SP,Country,2022,24872511.0
M04,FOR,NGT_SP,Country,2023,33088809.0
M04,FOR,NGT_SP,NUT1,2018,19486584.0
M04,FOR,NGT_SP,NUT1,2019,25619982.0
M04,FOR,NGT_SP,NUT1,2020,1264002.0
M04,FOR,NGT_SP,NUT1,2021,2924172.0
M04,FOR,NGT_SP,NUT1,2022,24872511.0
M04,FOR,NGT_SP,NUT1,2023,33088809.0
M04,FOR,NGT_SP,NUT2,2018,19486584.0
M04,FOR,NGT_SP,NUT2,2019,25619982.0
M04,FOR,NGT_SP,NUT2,2020,1264002.0
M04,FOR,NGT_SP,NUT2,2021,2924172.0
M04,FOR,NGT_SP,NUT2,2022,24872511.0
M04,FOR,NGT_SP,NUT2,2023,33088809.0
M04,FOR,NGT_SP,[EU27_2020],2018,19002426.0
M04,FOR,NGT_SP,[EU27_2020],2019,25035509.0
M04,FOR,NGT_SP,[EU27_2020],2020,1212309.0
M04,FOR,NGT_SP,[EU27_2020],2021,2777357.0
M04,FOR,NGT_SP,[EU27_2020],2022,24305421.0
M04,FOR,NGT_SP,[EU27_2020],2023,32305809.0
M04,FOR,STY,Country,2018,1800411.0
M04,FOR,STY,Country,2019,2319666.0
M04,FOR,STY,Country,2020,52316.0
M04,FOR,STY,Country,2021,198757.0
M04,FOR,STY,Country,2022,1976235.0
M04,FOR,STY,Country,2023,2829134.0
M04,FOR,STY,NUT1,2018,1800411.0
M04,FOR,STY,NUT1,2019,2319666.0
M04,FOR,STY,NUT1,2020,52316.0
M04,FOR,STY,NUT1,2021,198757.0
M04,FOR,STY,NUT1,2022,1976235.0
M04,FOR,STY,NUT1,2023,2829134.0
M04,FOR,STY,NUT2,2018,1800411.0
M04,FOR,STY,NUT2,2019,2319666.0
M04,FOR,STY,NUT2,2020,52316.0
M04,FOR,STY,NUT2,2021,198757.0
M04,FOR,STY,NUT2,2022,1976235.0
M04,FOR,STY,NUT2,2023,2829134.0
M04,FOR,STY,[EU27_2020],2018,1737924.0
M04,FOR,STY,[EU27_2020],2019,2248580.0
M04,FOR,STY,[EU27_2020],2020,49415.0
M04,FOR,STY,[EU27_2020],2021,186565.0
M04,FOR,STY,[EU27_2020],2022,1917639.0
M04,FOR,STY,[EU27_2020],2023,2740049.0
M05,DOM,LSTY,Country,2018,3590266.0
M05,DOM,LSTY,Country,2019,4147743.0
M05,DOM,LSTY,Country,2020,1819998.0
M05,DOM,LSTY,Country,2021,5022782.0
M05,DOM,LSTY,Country,2022,6275640.0
M05,DOM,LSTY,Country,2023,7471990.0
M05,DOM,LSTY,NUT1,2018,3590266.0
M05,DOM,LSTY,NUT1,2019,4147743.0
M05,DOM,LSTY,NUT1,2020,1819998.0
M05,DOM,LSTY,NUT1,2021,5022782.0
M05,DOM,LSTY,NUT1,2022,6275640.0
M05,DOM,LSTY,NUT1,2023,7471990.0
M05,DOM,LSTY,NUT2,2018,3590266.0
M05,DOM,LSTY,NUT2,2019,4147743.0
M05,DOM,LSTY,NUT2,2020,1819998.0
M05,DOM,LSTY,NUT2,2021,5022782.0
M05,DOM,LSTY,NUT2,2022,6275640.0
M05,DOM,LSTY,NUT2,2023,7471990.0
M05,DOM,LSTY,[EU27_2020],2018,3532062.0
M05,DOM,LSTY,[EU27_2020],2019,4081271.0
M05,DOM,LSTY,[EU27_2020],2020,1730750.0
M05,DOM,LSTY,[EU27_2020],2021,4871484.0
M05,DOM,LSTY,[EU27_2020],2022,6170681.0
M05,DOM,LSTY,[EU27_2020],2023,7352355.0
M05,DOM,NGT_SP,Country,2018,10031541.0
M05,DOM,NGT_SP,Country,2019,11287789.0
M05,DOM,NGT_SP,Country,2020,4235655.0
M05,DOM,NGT_SP,Country,2021,13250700.0
M05,DOM,NGT_SP,Country,2022,16423321.0
M05,DOM,NGT_SP,Country,2023,20332339.0
M05,DOM,NGT_SP,NUT1,2018,10031541.0
M05,DOM,NGT_SP,NUT1,2019,11287789.0
M05,DOM,NGT_SP,NUT1,2020,4235655.0
M05,DOM,NGT_SP,NUT1,2021,13250700.0
M05,DOM,NGT_SP,NUT1,2022,16423321.0
M05,DOM,NGT_SP,NUT1,2023,20332339.0
M05,DOM,NGT_SP,NUT2,2018,10031541.0
M05,DOM,NGT_SP,NUT2,2019,11287789.0
M05,DOM,NGT_SP,NUT2,2020,4235655.0
M05,DOM,NGT_SP,NUT2,2021,13250700.0
M05,DOM,NGT_SP,NUT2,2022,16423321.0
M05,DOM,NGT_SP,NUT2,2023,20332339.0
M05,DOM,NGT_SP,[EU27_2020],2018,9885171.0
M05,DOM,NGT_SP,[EU27_2020],2019,11127152.0
M05,DOM,NGT_SP,[EU27_2020],2020,4017678.0
M05,DOM,NGT_SP,[EU27_2020],2021,12834666.0
M05,DOM,NGT_SP,[EU27_2020],2022,16154670.0
M05,DOM,NGT_SP,[EU27_2020],2023,20014631.0
M05,DOM,STY,Country,2018,1255572.0
M05,DOM,STY,Country,2019,1511239.0
M05,DOM,STY,Country,2020,539842.0
M05,DOM,STY,Country,2021,1603202.0
M05,DOM,STY,Country,2022,2008097.0
M05,DOM,STY,Country,2023,2564998.0
M05,DOM,STY,NUT1,2018,1255572.0
M05,DOM,STY,NUT1,2019,1511239.0
M05,DOM,STY,NUT1,2020,539842.0
M05,DOM,STY,NUT1,2021,1603202.0
M05,DOM,STY,NUT1,2022,2008097.0
M05,DOM,STY,NUT1,2023,2564998.0
M05,DOM,STY,NUT2,2018,1255572.0
M05,DOM,STY,NUT2,2019,1511239.0
M05,DOM,STY,NUT2,2020,539842.0
M05,DOM,STY,NUT2,2021,1603202.0
M05,DOM,STY,NUT2,2022,2008097.0
M05,DOM,STY,NUT2,2023,2564998.0
M05,DOM,STY,[EU27_2020],2018,1236142.0
M05,DOM,STY,[EU27_2020],2019,1488579.0
M05,DOM,STY,[EU27_2020],2020,514155.0
M05,DOM,STY,[EU27_2020],2021,1561678.0
M05,DOM,STY,[EU27_2020],2022,1977451.0
M05,DOM,STY,[EU27_2020],2023,2527395.0
M05,FOR,LSTY,Country,2018,8795967.0
M05,FOR,LSTY,Country,2019,9531427.0
M05,FOR,LSTY,Country,2020,595466.0
M05,FOR,LSTY,Country,2021,2351282.0
M05,FOR,LSTY,Country,2022,10054436.0
M05,FOR,LSTY,Country,2023,13287829.0
M05,FOR,LSTY,NUT1,2018,8795967.0
M05,FOR,LSTY,NUT1,2019,9531427.0
M05,FOR,LSTY,NUT1,2020,595466.0
M05,FOR,LSTY,NUT1,2021,2351282.0
M05,FOR,LSTY,NUT1,2022,10054436.0
M05,FOR,LSTY,NUT1,2023,13287829.0
M05,FOR,LSTY,NUT2,2018,8795967.0
M05,FOR,LSTY,NUT2,2019,9531427.0
M05,FOR,LSTY,NUT2,2020,595466.0
M05,FOR,LSTY,NUT2,2021,2351282.0
M05,FOR,LSTY,NUT2,2022,10054436.0
M05,FOR,LSTY,NUT2,2023,13287829.0
M05,FOR,LSTY,[EU27_2020],2018,8547847.0
M05,FOR,LSTY,[EU27_2020],2019,9266332.0
M05,FOR,LSTY,[EU27_2020],2020,563670.0
M05,FOR,LSTY,[EU27_2020],2021,2268653.0
M05,FOR,LSTY,[EU27_2020],2022,9791372.0
M05,FOR,LSTY,[EU27_2020],2023,12930905.0
M05,FOR,NGT_SP,Country,2018,25220411.0
M05,FOR,NGT_SP,Country,2019,26276333.0
M05,FOR,NGT_SP,Country,2020,1345445.0
M05,FOR,NGT_SP,Country,2021,5558075.0
M05,FOR,NGT_SP,Country,2022,26501996.0
M05,FOR,NGT_SP,Country,2023,36348145.0
M05,FOR,NGT_SP,NUT1,2018,25220411.0
M05,FOR,NGT_SP,NUT1,2019,26276333.0
M05,FOR,NGT_SP,NUT1,2020,1345445.0
M05,FOR,NGT_SP,NUT1,2021,5558075.0
M05,FOR,NGT_SP,NUT1,2022,26501996.0
M05,FOR,NGT_SP,NUT1,2023,36348145.0
M05,FOR,NGT_SP,NUT2,2018,25220411.0
M05,FOR,NGT_SP,NUT2,2019,26276333.0
M05,FOR,NGT_SP,NUT2,2020,1345445.0
M05,FOR,NGT_SP,NUT2,2021,5558075.0
M05,FOR,NGT_SP,NUT2,2022,26501996.0
M05,FOR,NGT_SP,NUT2,2023,36348145.0
M05,FOR,NGT_SP,[EU27_2020],2018,24580342.0
M05,FOR,NGT_SP,[EU27_2020],2019,25623322.0
M05,FOR,NGT_SP,[EU27_2020],2020,1281831.0
M05,FOR,NGT_SP,[EU27_2020],2021,5388993.0
M05,FOR,NGT_SP,[EU27_2020],2022,25878713.0
M05,FOR,NGT_SP,[EU27_2020],2023,35447334.0
M05,FOR,STY,Country,2018,2366445.0
M05,FOR,STY,Country,2019,2638543.0
M05,FOR,STY,Country,2020,86005.0
M05,FOR,STY,Country,2021,435566.0
M05,FOR,STY,Country,2022,2307834.0
M05,FOR,STY,Country,2023,3313600.0
M05,FOR,STY,NUT1,2018,2366445.0
M05,FOR,STY,NUT1,2019,2638543.0
M05,FOR,STY,NUT1,2020,86005.0
M05,FOR,STY,NUT1,2021,435566.0
M05,FOR,STY,NUT1,2022,2307834.0
M05,FOR,STY,NUT1,2023,3313600.0
M05,FOR,STY,NUT2,2018,2366445.0
M05,FOR,STY,NUT2,2019,2638543.0
M05,FOR,STY,NUT2,2020,86005.0
M05,FOR,STY,NUT2,2021,435566.0
M05,FOR,STY,NUT2,2022,2307834.0
M05,FOR,STY,NUT2,2023,3313600.0
M05,FOR,STY,[EU27_2020],2018,2274504.0
M05,FOR,STY,[EU27_2020],2019,2543482.0
M05,FOR,STY,[EU27_2020],2020,80537.0
M05,FOR,STY,[EU27_2020],2021,417601.0
M05,FOR,STY,[EU27_2020],2022,2227864.0
M05,FOR,STY,[EU27_2020],2023,3195850.0
M06,DOM,LSTY,Country,2018,4262414.0
M06,DOM,LSTY,Country,2019,5581547.0
M06,DOM,LSTY,Country,2020,4532415.0
M06,DOM,LSTY,Country,2021,6923778.0
M06,DOM,LSTY,Country,2022,8026097.0
M06,DOM,LSTY,Country,2023,8876532.0
M06,DOM,LSTY,NUT1,2018,4262414.0
M06,DOM,LSTY,NUT1,2019,5581547.0
M06,DOM,LSTY,NUT1,2020,4532415.0
M06,DOM,LSTY,NUT1,2021,6923778.0
M06,DOM,LSTY,NUT1,2022,8026097.0
M06,DOM,LSTY,NUT1,2023,8876532.0
M06,DOM,LSTY,NUT2,2018,4262414.0
M06,DOM,LSTY,NUT2,2019,5581547.0
M06,DOM,LSTY,NUT2,2020,4532415.0
M06,DOM,LSTY,NUT2,2021,6923778.0
M06,DOM,LSTY,NUT2,2022,8026097.0
M06,DOM,LSTY,NUT2,2023,8876532.0
M06,DOM,LSTY,[EU27_2020],2018,4191055.0
M06,DOM,LSTY,[EU27_2020],2019,5494925.0
M06,DOM,LSTY,[EU27_2020],2020,4404883.0
M06,DOM,LSTY,[EU27_2020],2021,6760731.0
M06,DOM,LSTY,[EU27_2020],2022,7894313.0
M06,DOM,LSTY,[EU27_2020],2023,8733134.0
M06,DOM,NGT_SP,Country,2018,11989239.0
M06,DOM,NGT_SP,Country,2019,15935601.0
M06,DOM,NGT_SP,Country,2020,11882916.0
M06,DOM,NGT_SP,Country,2021,18650894.0
M06,DOM,NGT_SP,Country,2022,21731059.0
M06,DOM,NGT_SP,Country,2023,23814689.0
M06,DOM,NGT_SP,NUT1,2018,11989239.0
M06,DOM,NGT_SP,NUT1,2019,15935601.0
M06,DOM,NGT_SP,NUT1,2020,11882916.0
M06,DOM,NGT_SP,NUT1,2021,18650894.0
M06,DOM,NGT_SP,NUT1,2022,21731059.0
M06,DOM,NGT_SP,NUT1,2023,23814689.0
M06,DOM,NGT_SP,NUT2,2018,11989239.0
M06,DOM,NGT_SP,NUT2,2019,15935601.0
M06,DOM,NGT_SP,NUT2,2020,11882916.0
M06,DOM,NGT_SP,NUT2,2021,18650894.0
M06,DOM,NGT_SP,NUT2,2022,21731059.0
M06,DOM,NGT_SP,NUT2,2023,23814689.0
M06,DOM,NGT_SP,[EU27_2020],2018,11809517.0
M06,DOM,NGT_SP,[EU27_2020],2019,15708711.0
M06,DOM,NGT_SP,[EU27_2020],2020,11547010.0
M06,DOM,NGT_SP,[EU27_2020],2021,18212618.0
M06,DOM,NGT_SP,[EU27_2020],2022,21374551.0
M06,DOM,NGT_SP,[EU27_2020],2023,23441790.0
M06,DOM,STY,Country,2018,1430028.0
M06,DOM,STY,Country,2019,1845773.0
M06,DOM,STY,Country,2020,1327465.0
M06,DOM,STY,Country,2021,2020576.0
M06,DOM,STY,Country,2022,2442847.0
M06,DOM,STY,Country,2023,2937881.0
M06,DOM,STY,NUT1,2018,1430028.0
M06,DOM,STY,NUT1,2019,1845773.0
M06,DOM,STY,NUT1,2020,1327465.0
M06,DOM,STY,NUT1,2021,2020576.0
M06,DOM,STY,NUT1,2022,2442847.0
M06,DOM,STY,NUT1,2023,2937881.0
M06,DOM,STY,NUT2,2018,1430028.0
M06,DOM,STY,NUT2,2019,1845773.0
M06,DOM,STY,NUT2,2020,1327465.0
M06,DOM,STY,NUT2,2021,2020576.0
M06,DOM,STY,NUT2,2022,2442847.0
M06,DOM,STY,NUT2,2023,2937881.0
M06,DOM,STY,[EU27_2020],2018,1404913.0
M06,DOM,STY,[EU27_2020],2019,1815633.0
M06,DOM,STY,[EU27_2020],2020,1290953.0
M06,DOM,STY,[EU27_2020],2021,1975820.0
M06,DOM,STY,[EU27_2020],2022,2401044.0
M06,DOM,STY,[EU27_2020],2023,2888169.0
M06,FOR,LSTY,Country,2018,10820705.0
M06,FOR,LSTY,Country,2019,13038408.0
M06,FOR,LSTY,Country,2020,1599117.0
M06,FOR,LSTY,Country,2021,4316466.0
M06,FOR,LSTY,Country,2022,13814580.0
M06,FOR,LSTY,Country,2023,16595269.0
M06,FOR,LSTY,NUT1,2018,10820705.0
M06,FOR,LSTY,NUT1,2019,13038408.0
M06,FOR,LSTY,NUT1,2020,1599117.0
M06,FOR,LSTY,NUT1,2021,4316466.0
M06,FOR,LSTY,NUT1,2022,13814580.0
M06,FOR,LSTY,NUT1,2023,16595269.0
M06,FOR,LSTY,NUT2,2018,10820705.0
M06,FOR,LSTY,NUT2,2019,13038408.0
M06,FOR,LSTY,NUT2,2020,1599117.0
M06,FOR,LSTY,NUT2,2021,4316466.0
M06,FOR,LSTY,NUT2,2022,13814580.0
M06,FOR,LSTY,NUT2,2023,16595269.0
M06,FOR,LSTY,[EU27_2020],2018,10463902.0
M06,FOR,LSTY,[EU27_2020],2019,12640896.0
M06,FOR,LSTY,[EU27_2020],2020,1539929.0
M06,FOR,LSTY,[EU27_2020],2021,4208187.0
M06,FOR,LSTY,[EU27_2020],2022,13432257.0
M06,FOR,LSTY,[EU27_2020],2023,16078717.0
M06,FOR,NGT_SP,Country,2018,32546252.0
M06,FOR,NGT_SP,Country,2019,39288920.0
M06,FOR,NGT_SP,Country,2020,4131742.0
M06,FOR,NGT_SP,Country,2021,11228951.0
M06,FOR,NGT_SP,Country,2022,39200218.0
M06,FOR,NGT_SP,Country,2023,47751525.0
M06,FOR,NGT_SP,NUT1,2018,32546252.0
M06,FOR,NGT_SP,NUT1,2019,39288920.0
M06,FOR,NGT_SP,NUT1,2020,4131742.0
M06,FOR,NGT_SP,NUT1,2021,11228951.0
M06,FOR,NGT_SP,NUT1,2022,39200218.0
M06,FOR,NGT_SP,NUT1,2023,47751525.0
M06,FOR,NGT_SP,NUT2,2018,32546252.0
M06,FOR,NGT_SP,NUT2,2019,39288920.0
M06,FOR,NGT_SP,NUT2,2020,4131742.0
M06,FOR,NGT_SP,NUT2,2021,11228951.0
M06,FOR,NGT_SP,NUT2,2022,39200218.0
M06,FOR,NGT_SP,NUT2,2023,47751525.0
M06,FOR,NGT_SP,[EU27_2020],2018,31596970.0
M06,FOR,NGT_SP,[EU27_2020],2019,38224558.0
M06,FOR,NGT_SP,[EU27_2020],2020,4008783.0
M06,FOR,NGT_SP,[EU27_2020],2021,10993041.0
M06,FOR,NGT_SP,[EU27_2020],2022,38233569.0
M06,FOR,NGT_SP,[EU27_2020],2023,46399265.0
M06,FOR,STY,Country,2018,2729332.0
M06,FOR,STY,Country,2019,3320505.0
M06,FOR,STY,Country,2020,341486.0
M06,FOR,STY,Country,2021,873055.0
M06,FOR,STY,Country,2022,3107355.0
M06,FOR,STY,Country,2023,4006891.0
M06,FOR,STY,NUT1,2018,2729332.0
M06,FOR,STY,NUT1,2019,3320505.0
M06,FOR,STY,NUT1,2020,341486.0
M06,FOR,STY,NUT1,2021,873055.0
M06,FOR,STY,NUT1,2022,3107355.0
M06,FOR,STY,NUT1,2023,4006891.0
M06,FOR,STY,NUT2,2018,2729332.0
M06,FOR,STY,NUT2,2019,3320505.0
M06,FOR,STY,NUT2,2020,341486.0
M06,FOR,STY,NUT2,2021,873055.0
M06,FOR,STY,NUT2,2022,3107355.0
M06,FOR,STY,NUT2,2023,4006891.0
M06,FOR,STY,[EU27_2020],2018,2595573.0
M06,FOR,STY,[EU27_2020],2019,3176001.0
M06,FOR,STY,[EU27_2020],2020,327687.0
M06,FOR,STY,[EU27_2020],2021,845320.0
M06,FOR,STY,[EU27_2020],2022,2980709.0
M06,FOR,STY,[EU27_2020],2023,3829462.0
M07,DOM,LSTY,Country,2018,6939675.0
M07,DOM,LSTY,Country,2019,8310225.0
M07,DOM,LSTY,Country,2020,10356304.0
M07,DOM,LSTY,Country,2021,13133553.0
M07,DOM,LSTY,Country,2022,12906333.0
M07,DOM,LSTY,Country,2023,13835700.0
M07,DOM,LSTY,NUT1,2018,6939675.0
M07,DOM,LSTY,NUT1,2019,8310225.0
M07,DOM,LSTY,NUT1,2020,10356304.0
M07,DOM,LSTY,NUT1,2021,13133553.0
M07,DOM,LSTY,NUT1,2022,12906333.0
M07,DOM,LSTY,NUT1,2023,13835700.0
M07,DOM,LSTY,NUT2,2018,6939675.0
M07,DOM,LSTY,NUT2,2019,8310225.0
M07,DOM,LSTY,NUT2,2020,10356304.0
M07,DOM,LSTY,NUT2,2021,13133553.0
M07,DOM,LSTY,NUT2,2022,12906333.0
M07,DOM,LSTY,NUT2,2023,13835700.0
M07,DOM,LSTY,[EU27_2020],2018,6818643.0
M07,DOM,LSTY,[EU27_2020],2019,8167628.0
M07,DOM,LSTY,[EU27_2020],2020,10026191.0
M07,DOM,LSTY,[EU27_2020],2021,12762512.0
M07,DOM,LSTY,[EU27_2020],2022,12673752.0
M07,DOM,LSTY,[EU27_2020],2023,13592092.0
M07,DOM,NGT_SP,Country,2018,22160795.0
M07,DOM,NGT_SP,Country,2019,26351370.0
M07,DOM,NGT_SP,Country,2020,32862704.0
M07,DOM,NGT_SP,Country,2021,41371107.0
M07,DOM,NGT_SP,Country,2022,39134327.0
M07,DOM,NGT_SP,Country,2023,41468923.0
M07,DOM,NGT_SP,NUT1,2018,22160795.0
M07,DOM,NGT_SP,NUT1,2019,26351370.0
M07,DOM,NGT_SP,NUT1,2020,32862704.0
M07,DOM,NGT_SP,NUT1,2021,41371107.0
M07,DOM,NGT_SP,NUT1,2022,39134327.0
M07,DOM,NGT_SP,NUT1,2023,41468923.0
M07,DOM,NGT_SP,NUT2,2018,22160795.0
M07,DOM,NGT_SP,NUT2,2019,26351370.0
M07,DOM,NGT_SP,NUT2,2020,32862704.0
M07,DOM,NGT_SP,NUT2,2021,41371107.0
M07,DOM,NGT_SP,NUT2,2022,39134327.0
M07,DOM,NGT_SP,NUT2,2023,41468923.0
M07,DOM,NGT_SP,[EU27_2020],2018,21775387.0
M07,DOM,NGT_SP,[EU27_2020],2019,25892748.0
M07,DOM,NGT_SP,[EU27_2020],2020,31726664.0
M07,DOM,NGT_SP,[EU27_2020],2021,40099138.0
M07,DOM,NGT_SP,[EU27_2020],2022,38385234.0
M07,DOM,NGT_SP,[EU27_2020],2023,40689732.0
M07,DOM,STY,Country,2018,1855308.0
M07,DOM,STY,Country,2019,2210740.0
M07,DOM,STY,Country,2020,2575959.0
M07,DOM,STY,Country,2021,3225886.0
M07,DOM,STY,Country,2022,3306801.0
M07,DOM,STY,Country,2023,3807655.0
M07,DOM,STY,NUT1,2018,1855308.0
M07,DOM,STY,NUT1,2019,2210740.0
M07,DOM,STY,NUT1,2020,2575959.0
M07,DOM,STY,NUT1,2021,3225886.0
M07,DOM,STY,NUT1,2022,3306801.0
M07,DOM,STY,NUT1,2023,3807655.0
M07,DOM,STY,NUT2,2018,1855308.0
M07,DOM,STY,NUT2,2019,2210740.0
M07,DOM,STY,NUT2,2020,2575959.0
M07,DOM,STY,NUT2,2021,3225886.0
M07,DOM,STY,NUT2,2022,3306801.0
M07,DOM,STY,NUT2,2023,3807655.0
M07,DOM,STY,[EU27_2020],2018,1817099.0
M07,DOM,STY,[EU27_2020],2019,2166502.0
M07,DOM,STY,[EU27_2020],2020,2481036.0
M07,DOM,STY,[EU27_2020],2021,3124389.0
M07,DOM,STY,[EU27_2020],2022,3240542.0
M07,DOM,STY,[EU27_2020],2023,3733370.0
M07,FOR,LSTY,Country,2018,16096946.0
M07,FOR,LSTY,Country,2019,17911567.0
M07,FOR,LSTY,Country,2020,6752466.0
M07,FOR,LSTY,Country,2021,10864920.0
M07,FOR,LSTY,Country,2022,20752765.0
M07,FOR,LSTY,Country,2023,23588453.0
M07,FOR,LSTY,NUT1,2018,16096946.0
M07,FOR,LSTY,NUT1,2019,17911567.0
M07,FOR,LSTY,NUT1,2020,6752466.0
M07,FOR,LSTY,NUT1,2021,10864920.0
M07,FOR,LSTY,NUT1,2022,20752765.0
M07,FOR,LSTY,NUT1,2023,23588453.0
M07,FOR,LSTY,NUT2,2018,16096946.0
M07,FOR,LSTY,NUT2,2019,17911567.0
M07,FOR,LSTY,NUT2,2020,6752466.0
M07,FOR,LSTY,NUT2,2021,10864920.0
M07,FOR,LSTY,NUT2,2022,20752765.0
M07,FOR,LSTY,NUT2,2023,23588453.0
M07,FOR,LSTY,[EU27_2020],2018,15648793.0
M07,FOR,LSTY,[EU27_2020],2019,17407124.0
M07,FOR,LSTY,[EU27_2020],2020,6567708.0
M07,FOR,LSTY,[EU27_2020],2021,10644105.0
M07,FOR,LSTY,[EU27_2020],2022,20209600.0
M07,FOR,LSTY,[EU27_2020],2023,22912903.0
M07,FOR,NGT_SP,Country,2018,55727914.0
M07,FOR,NGT_SP,Country,2019,61413711.0
M07,FOR,NGT_SP,Country,2020,21795186.0
M07,FOR,NGT_SP,Country,2021,34163806.0
M07,FOR,NGT_SP,Country,2022,67710280.0
M07,FOR,NGT_SP,Country,2023,77404678.0
M07,FOR,NGT_SP,NUT1,2018,55727914.0
M07,FOR,NGT_SP,NUT1,2019,61413711.0
M07,FOR,NGT_SP,NUT1,2020,21795186.0
M07,FOR,NGT_SP,NUT1,2021,34163806.0
M07,FOR,NGT_SP,NUT1,2022,67710280.0
M07,FOR,NGT_SP,NUT1,2023,77404678.0
M07,FOR,NGT_SP,NUT2,2018,55727914.0
M07,FOR,NGT_SP,NUT2,2019,61413711.0
M07,FOR,NGT_SP,NUT2,2020,21795186.0
M07,FOR,NGT_SP,NUT2,2021,34163806.0
M07,FOR,NGT_SP,NUT2,2022,67710280.0
M07,FOR,NGT_SP,NUT2,2023,77404678.0
M07,FOR,NGT_SP,[EU27_2020],2018,54342280.0
M07,FOR,NGT_SP,[EU27_2020],2019,59866711.0
M07,FOR,NGT_SP,[EU27_2020],2020,21274642.0
M07,FOR,NGT_SP,[EU27_2020],2021,33576508.0
M07,FOR,NGT_SP,[EU27_2020],2022,66097611.0
M07,FOR,NGT_SP,[EU27_2020],2023,75360629.0
M07,FOR,STY,Country,2018,3690239.0
M07,FOR,STY,Country,2019,4131993.0
M07,FOR,STY,Country,2020,1378592.0
M07,FOR,STY,Country,2021,2190240.0
M07,FOR,STY,Country,2022,4353788.0
M07,FOR,STY,Country,2023,5298040.0
M07,FOR,STY,NUT1,2018,3690239.0
M07,FOR,STY,NUT1,2019,4131993.0
M07,FOR,STY,NUT1,2020,1378592.0
M07,FOR,STY,NUT1,2021,2190240.0
M07,FOR,STY,NUT1,2022,4353788.0
M07,FOR,STY,NUT1,2023,5298040.0
M07,FOR,STY,NUT2,2018,3690239.0
M07,FOR,STY,NUT2,2019,4131993.0
M07,FOR,STY,NUT2,2020,1378592.0
M07,FOR,STY,NUT2,2021,2190240.0
M07,FOR,STY,NUT2,2022,4353788.0
M07,FOR,STY,NUT2,2023,5298040.0
M07,FOR,STY,[EU27_2020],2018,3529320.0
M07,FOR,STY,[EU27_2020],2019,3956053.0
M07,FOR,STY,[EU27_2020],2020,1327061.0
M07,FOR,STY,[EU27_2020],2021,2126240.0
M07,FOR,STY,[EU27_2020],2022,4181210.0
M07,FOR,STY,[EU27_2020],2023,5073278.0
M08,DOM,LSTY,Country,2018,9061303.0
M08,DOM,LSTY,Country,2019,11131186.0
M08,DOM,LSTY,Country,2020,14346184.0
M08,DOM,LSTY,Country,2021,15693596.0
M08,DOM,LSTY,Country,2022,15370892.0
M08,DOM,LSTY,Country,2023,16660406.0
M08,DOM,LSTY,NUT1,2018,9061303.0
M08,DOM,LSTY,NUT1,2019,11131186.0
M08,DOM,LSTY,NUT1,2020,14346184.0
M08,DOM,LSTY,NUT1,2021,15693596.0
M08,DOM,LSTY,NUT1,2022,15370892.0
M08,DOM,LSTY,NUT1,2023,16660406.0
M08,DOM,LSTY,NUT2,2018,9061303.0
M08,DOM,LSTY,NUT2,2019,11131186.0
M08,DOM,LSTY,NUT2,2020,14346184.0
M08,DOM,LSTY,NUT2,2021,15693596.0
M08,DOM,LSTY,NUT2,2022,15370892.0
M08,DOM,LSTY,NUT2,2023,16660406.0
M08,DOM,LSTY,[EU27_2020],2018,8973336.0
M08,DOM,LSTY,[EU27_2020],2019,11030261.0
M08,DOM,LSTY,[EU27_2020],2020,14168449.0
M08,DOM,LSTY,[EU27_2020],2021,15496563.0
M08,DOM,LSTY,[EU27_2020],2022,15224161.0
M08,DOM,LSTY,[EU27_2020],2023,16497798.0
M08,DOM,NGT_SP,Country,2018,30006121.0
M08,DOM,NGT_SP,Country,2019,36600149.0
M08,DOM,NGT_SP,Country,2020,46891954.0
M08,DOM,NGT_SP,Country,2021,50158660.0
M08,DOM,NGT_SP,Country,2022,47652387.0
M08,DOM,NGT_SP,Country,2023,51597739.0
M08,DOM,NGT_SP,NUT1,2018,30006121.0
M08,DOM,NGT_SP,NUT1,2019,36600149.0
M08,DOM,NGT_SP,NUT1,2020,46891954.0
M08,DOM,NGT_SP,NUT1,2021,50158660.0
M08,DOM,NGT_SP,NUT1,2022,47652387.0
M08,DOM,NGT_SP,NUT1,2023,51597739.0
M08,DOM,NGT_SP,NUT2,2018,30006121.0
M08,DOM,NGT_SP,NUT2,2019,36600149.0
M08,DOM,NGT_SP,NUT2,2020,46891954.0
M08,DOM,NGT_SP,NUT2,2021,50158660.0
M08,DOM,NGT_SP,NUT2,2022,47652387.0
M08,DOM,NGT_SP,NUT2,2023,51597739.0
M08,DOM,NGT_SP,[EU27_2020],2018,29770853.0
M08,DOM,NGT_SP,[EU27_2020],2019,36329165.0
M08,DOM,NGT_SP,[EU27_2020],2020,46380086.0
M08,DOM,NGT_SP,[EU27_2020],2021,49587023.0
M08,DOM,NGT_SP,[EU27_2020],2022,47248947.0
M08,DOM,NGT_SP,[EU27_2020],2023,51160523.0
M08,DOM,STY,Country,2018,2236354.0
M08,DOM,STY,Country,2019,2757874.0
M08,DOM,STY,Country,2020,3280477.0
M08,DOM,STY,Country,2021,3519339.0
M08,DOM,STY,Country,2022,3561361.0
M08,DOM,STY,Country,2023,4132934.0
M08,DOM,STY,NUT1,2018,2236354.0
M08,DOM,STY,NUT1,2019,2757874.0
M08,DOM,STY,NUT1,2020,3280477.0
